"restaurant_name","cuisine_type","cost_of_the_order","rating","day_of_wk","customer_num_order","rst_num_order","customer_neighbourhood","customer_region","complete_time","rst_num_order_binned","Cluster"
"Cafe Mogador","Middle Eastern",6.69,3.4,"Sun",2,18,"East Village","South Manhattan",53,"Low","cluster_1"
"Hill Country Fried Chicken","Southern",29.78,4.9,"Wed",2,14,"Midtown","Midtown",68,"Low","cluster_3"
"Sushi of Gari","Japanese",16.01,3.3,"Sun",2,16,"Chelsea","West Side",52,"Low","cluster_1"
"Sushi of Gari","Japanese",15.96,3.5,"Sat",2,16,"Gramercy","East Side",41,"Low","cluster_2"
"Shake Shack","American",14.07,3.1,"Sun",6,219,"Harlem","Upper Manhattan",54,"Very High","cluster_0"
"Blue Ribbon Sushi","Japanese",24.25,3.4,"Fri",3,119,"Chelsea","West Side",51,"High","cluster_3"
"Vanessa's Dumpling House","Chinese",14.84,3.5,"Sun",3,9,"Hell's Kitchen","West Side",55,"Low","cluster_1"
"Shake Shack","American",22.85,3.4,"Sun",3,219,"East Harlem","Upper Manhattan",47,"Very High","cluster_3"
"Vanessa's Dumplings","Chinese",20.23,3.8,"Sat",1,13,"Upper West Side","West Side",50,"Low","cluster_3"
"RedFarm Hudson","Chinese",14.6,3.6,"Sun",4,55,"Kips Bay","East Side",58,"Mid","cluster_1"
"TAO","Japanese",15.52,3.8,"Sat",1,49,"Murray Hill","East Side",59,"Mid","cluster_1"
"Blue Ribbon Fried Chicken","American",8.98,3.4,"Sat",2,96,"East Village","South Manhattan",53,"High","cluster_1"
"Melt Shop","American",19.4,3.9,"Sat",2,11,"Murray Hill","East Side",55,"Low","cluster_3"
"Five Guys Burgers and Fries","American",13,3.7,"Thu",1,29,"Hell's Kitchen","West Side",57,"Mid","cluster_1"
"The Smile","American",5.82,3.2,"Sat",2,18,"East Village","South Manhattan",47,"Low","cluster_2"
"Blue Ribbon Sushi","Japanese",16.06,3.4,"Sat",2,119,"Nolita","South Manhattan",45,"High","cluster_2"
"RedFarm Hudson","Chinese",5.82,3.2,"Sat",1,55,"Upper West Side","West Side",44,"Mid","cluster_2"
"Sushi of Gari 46","Japanese",13.05,4,"Wed",3,37,"West Village","South Manhattan",58,"Mid","cluster_1"
"Parm","Italian",9.22,3.4,"Sat",4,68,"Harlem","Upper Manhattan",56,"High","cluster_1"
"Burger Joint","American",8.35,3.4,"Sat",1,12,"Upper East Side","East Side",45,"Low","cluster_2"
"Cafe Habana","Mexican",25.17,3.7,"Sun",1,16,"SoHo","South Manhattan",53,"Low","cluster_3"
"Chipotle Mexican Grill","Mexican",29.05,3.4,"Sun",1,23,"Midtown","Midtown",43,"Mid","cluster_3"
"Jack's Wife Freda","Mediterranean",8.49,3.5,"Sat",2,25,"East Village","South Manhattan",41,"Mid","cluster_2"
"Blue Ribbon Sushi","Japanese",6.74,2.9,"Sat",3,119,"Midtown","Midtown",51,"High","cluster_2"
"Pinto Nouveau Thai Bistro","Thai",24.2,4.1,"Sun",1,4,"East Village","South Manhattan",44,"Low","cluster_3"
"Shake Shack","American",12.18,3.5,"Sun",2,219,"Upper East Side","East Side",56,"Very High","cluster_1"
"The Meatball Shop","Italian",19.4,3.8,"Sun",1,132,"Hell's Kitchen","West Side",58,"Very High","cluster_1"
"Shake Shack","American",14.07,3.3,"Sat",1,219,"Flatiron District","Midtown",51,"Very High","cluster_2"
"RedFarm Broadway","Chinese",31.86,3.8,"Sun",3,59,"Upper West Side","West Side",44,"Mid","cluster_3"
"RedFarm Broadway","Chinese",12.56,4.3,"Wed",1,59,"Lower East Side","South Manhattan",68,"Mid","cluster_1"
"Sushi of Gari Tribeca","Japanese",14.07,3.5,"Sat",2,24,"Inwood","Upper Manhattan",63,"Mid","cluster_1"
"The Meatball Shop","American",5.82,3.1,"Sun",3,132,"Chelsea","West Side",60,"Very High","cluster_1"
"Carmine's","Italian",19.98,4.4,"Tue",2,3,"East Village","South Manhattan",64,"Low","cluster_3"
"Shake Shack","American",14.07,3.4,"Sun",1,219,"Chelsea","West Side",56,"Very High","cluster_1"
"Jack's Wife Freda","Mediterranean",14.12,4.3,"Wed",1,25,"West Village","South Manhattan",50,"Mid","cluster_1"
"Sushi of Gari Tribeca","Japanese",12.42,2.9,"Sun",5,24,"Inwood","Upper Manhattan",43,"Mid","cluster_2"
"Parm","Italian",12.13,3.5,"Sun",2,68,"East Village","South Manhattan",54,"High","cluster_1"
"Five Guys Burgers and Fries","American",19.45,3.9,"Thu",2,29,"Lower East Side","South Manhattan",56,"Mid","cluster_3"
"Blue Ribbon Fried Chicken","American",12.18,3.3,"Sat",2,96,"Midtown","Midtown",55,"High","cluster_1"
"The Meatball Shop","Italian",6.69,3.2,"Sun",2,132,"West Village","South Manhattan",43,"Very High","cluster_2"
"Nobu Next Door","Japanese",13.97,3.2,"Fri",2,42,"East Village","South Manhattan",51,"Mid","cluster_2"
"Blue Ribbon Sushi Bar & Grill","Japanese",5.72,3.2,"Thu",3,44,"Theater District","Midtown",58,"Mid","cluster_1"
"Haandi","Indian",13.1,3.8,"Sat",2,2,"Washington Heights","Upper Manhattan",61,"Low","cluster_1"
"Shake Shack","American",6.07,3.5,"Tue",1,219,"Chelsea","West Side",50,"Very High","cluster_2"
"Melt Shop","American",12.56,3.5,"Sat",3,11,"Upper East Side","East Side",48,"Low","cluster_2"
"P.J. Clarke's","American",14.07,4,"Wed",2,15,"Upper West Side","West Side",59,"Low","cluster_1"
"Blue Ribbon Fried Chicken","American",12.52,3.6,"Tue",3,96,"East Harlem","Upper Manhattan",55,"High","cluster_1"
"Shake Shack","American",21.93,4.1,"Tue",2,219,"Upper West Side","West Side",54,"Very High","cluster_3"
"Sarabeth's East","American",25.27,3.7,"Sun",2,7,"Kips Bay","East Side",42,"Low","cluster_3"
"Asuka Sushi","Japanese",22.75,4,"Tue",4,3,"Upper West Side","West Side",57,"Low","cluster_3"
"The Meatball Shop","American",12.18,3.2,"Sat",2,132,"Harlem","Upper Manhattan",48,"Very High","cluster_2"
"Rubirosa","Italian",15.38,4,"Tue",1,37,"Theater District","Midtown",61,"Mid","cluster_1"
"Yama Japanese Restaurant","Japanese",12.66,3.1,"Sun",2,18,"Harlem","Upper Manhattan",51,"Low","cluster_2"
"Nobu Next Door","Japanese",25.17,3.5,"Sun",4,42,"Upper East Side","East Side",37,"Mid","cluster_3"
"P.J. Clarke's","American",24.25,3.6,"Sat",2,15,"Upper West Side","West Side",39,"Low","cluster_3"
"Shake Shack","American",14.02,3.3,"Sat",3,219,"East Village","South Manhattan",41,"Very High","cluster_2"
"ilili Restaurant","Middle Eastern",31.33,3.9,"Mon",4,18,"East Village","South Manhattan",56,"Low","cluster_3"
"Blue Ribbon Sushi Izakaya","Japanese",9.7,3.1,"Sat",2,29,"Chelsea","West Side",40,"Mid","cluster_2"
"Blue Ribbon Sushi Izakaya","Japanese",33.03,4.1,"Sat",1,29,"Hell's Kitchen","West Side",57,"Mid","cluster_3"
"Sushi of Gari Tribeca","Japanese",24.2,3.2,"Sun",3,24,"Midtown","Midtown",43,"Mid","cluster_3"
"Burger Joint","American",16.15,3.5,"Sat",1,12,"Hell's Kitchen","West Side",46,"Low","cluster_2"
"Aurora","Italian",21.93,3.7,"Sun",2,2,"Hell's Kitchen","West Side",49,"Low","cluster_3"
"Shake Shack","American",9.41,3,"Sat",9,219,"Tribeca","South Manhattan",42,"Very High","cluster_0"
"Hill Country Fried Chicken","Southern",14.12,3.4,"Sun",1,14,"Theater District","Midtown",40,"Low","cluster_2"
"Parm","Italian",14.55,4.1,"Thu",1,68,"East Village","South Manhattan",62,"High","cluster_1"
"Blue Ribbon Sushi Bar & Grill","Japanese",33.03,3.8,"Sat",6,44,"Upper West Side","West Side",43,"Mid","cluster_3"
"Blue Ribbon Sushi","Japanese",13,3.2,"Sat",4,119,"Harlem","Upper Manhattan",49,"High","cluster_2"
"Sarabeth's","American",25.17,3.9,"Sat",1,3,"West Village","South Manhattan",51,"Low","cluster_3"
"Rubirosa","Italian",5.97,3.3,"Sun",4,37,"Tribeca","South Manhattan",55,"Mid","cluster_1"
"Sushi Samba","Japanese",13,3.2,"Sun",1,11,"East Harlem","Upper Manhattan",54,"Low","cluster_1"
"Melt Shop","American",12.66,3.4,"Sun",1,11,"Nolita","South Manhattan",53,"Low","cluster_1"
"Osteria Morini","Italian",8.3,3.3,"Sat",2,14,"Inwood","Upper Manhattan",46,"Low","cluster_2"
"Hatsuhana","Japanese",17.03,3.4,"Fri",2,6,"Hell's Kitchen","West Side",68,"Low","cluster_1"
"Blue Ribbon Sushi","Japanese",14.02,3.3,"Fri",2,119,"Upper West Side","West Side",64,"High","cluster_1"
"RedFarm Hudson","Chinese",24.2,3.7,"Sun",2,55,"Nolita","South Manhattan",46,"Mid","cluster_3"
"Five Guys Burgers and Fries","American",16.01,3.3,"Sat",9,29,"Little Italy","South Manhattan",46,"Mid","cluster_0"
"The Meatball Shop","Italian",25.22,3.8,"Sun",5,132,"Hell's Kitchen","West Side",57,"Very High","cluster_3"
"The Kati Roll Company","Indian",19.45,3.6,"Sun",1,16,"Midtown","Midtown",49,"Low","cluster_3"
"Blue Ribbon Sushi Bar & Grill","Japanese",12.08,2.9,"Fri",2,44,"Harlem","Upper Manhattan",53,"Mid","cluster_2"
"Blue Ribbon Fried Chicken","American",24.25,3.4,"Fri",5,96,"Midtown","Midtown",63,"High","cluster_3"
"Cafe Habana","Mexican",16.98,3.5,"Tue",6,16,"Midtown","Midtown",53,"Low","cluster_0"
"Blue Ribbon Fried Chicken","American",13,3.2,"Sun",3,96,"Harlem","Upper Manhattan",54,"High","cluster_1"
"Tamarind TriBeCa","Indian",13.24,3.7,"Sat",6,27,"East Village","South Manhattan",53,"Mid","cluster_0"
"Parm","Italian",29.39,4.7,"Tue",2,68,"Murray Hill","East Side",56,"High","cluster_3"
"Waverly Diner","American",11.59,3.3,"Sat",4,7,"Greenwich Village","South Manhattan",47,"Low","cluster_2"
"Barbounia","Mediterranean",12.13,3.7,"Sun",1,6,"Chinatown","South Manhattan",52,"Low","cluster_1"
"Rubirosa","Italian",24.2,3.9,"Sun",1,37,"SoHo","South Manhattan",49,"Mid","cluster_3"
"Crema Restaurante","Mexican",15.86,3.5,"Sat",3,1,"Hell's Kitchen","West Side",61,"Low","cluster_1"
"Tamarind TriBeCa","Indian",12.95,3.3,"Fri",3,27,"Harlem","Upper Manhattan",51,"Mid","cluster_2"
"Shake Shack","American",15.86,3.5,"Sun",2,219,"East Village","South Manhattan",54,"Very High","cluster_1"
"Big Daddy's","American",14.84,3.3,"Sat",3,2,"Flatiron District","Midtown",54,"Low","cluster_1"
"Yama Japanese Restaurant","Japanese",5.77,3.1,"Sun",3,18,"Greenwich Village","South Manhattan",55,"Low","cluster_1"
"Sushi of Gari 46","Japanese",22.8,3.4,"Sun",1,37,"Midtown","Midtown",55,"Mid","cluster_3"
"The Meatball Shop","Italian",29.25,3.9,"Mon",1,132,"Hell's Kitchen","West Side",64,"Very High","cluster_3"
"Blue Ribbon Sushi Bar & Grill","Japanese",22.36,3.4,"Sat",6,44,"Chelsea","West Side",43,"Mid","cluster_0"
"Sushi of Gari 46","Japanese",22.26,3.6,"Sun",1,37,"East Village","South Manhattan",53,"Mid","cluster_3"
"Donburi-ya","Japanese",8.01,3.4,"Tue",13,7,"West Village","South Manhattan",60,"Low","cluster_0"
"Pepe Rosso To Go","Italian",16.3,3.3,"Sun",3,7,"Theater District","Midtown",53,"Low","cluster_1"
"TAO","Japanese",31.43,3.8,"Sat",2,49,"Midtown","Midtown",54,"Mid","cluster_3"
"Parm","Italian",12.13,3.3,"Sat",2,68,"East Harlem","Upper Manhattan",38,"High","cluster_2"
"TAO","Japanese",8.05,3.5,"Wed",3,49,"Midtown","Midtown",57,"Mid","cluster_1"
"Parm","Italian",19.4,4.2,"Tue",1,68,"East Village","South Manhattan",52,"High","cluster_3"
"Amma","Indian",19.35,3.7,"Sun",3,4,"West Village","South Manhattan",46,"Low","cluster_2"
"TAO","Japanese",16.15,3.4,"Sun",2,49,"Upper East Side","East Side",46,"Mid","cluster_2"
"Momoya","Japanese",16.05,3.7,"Thu",2,30,"Flatiron District","Midtown",67,"Mid","cluster_1"
"Parm","Italian",24.25,3.9,"Sat",2,68,"Inwood","Upper Manhattan",55,"High","cluster_3"
"Shake Shack","American",9.07,3.3,"Thu",4,219,"Flatiron District","Midtown",61,"Very High","cluster_1"
"Blue Ribbon Sushi Bar & Grill","Japanese",13.05,3.6,"Tue",1,44,"East Harlem","Upper Manhattan",50,"Mid","cluster_2"
"Shake Shack","American",12.13,3.7,"Tue",2,219,"Harlem","Upper Manhattan",55,"Very High","cluster_1"
"Shake Shack","American",24.35,3.3,"Mon",2,219,"Midtown","Midtown",60,"Very High","cluster_3"
"Han Dynasty","Chinese",16.01,3.5,"Sun",1,46,"Civic Center","South Manhattan",46,"Mid","cluster_2"
"Tony's Di Napoli","Italian",5.82,3.3,"Sun",2,5,"West Village","South Manhattan",52,"Low","cluster_1"
"Cafe Mogador","Middle Eastern",16.15,3.6,"Sun",3,18,"Hell's Kitchen","West Side",56,"Low","cluster_1"
"Blue Ribbon Sushi","Japanese",29.68,3.8,"Sun",5,119,"West Village","South Manhattan",56,"High","cluster_3"
"The Meatball Shop","Italian",12.18,3.5,"Sun",2,132,"Gramercy","East Side",47,"Very High","cluster_2"
"Sushi of Gari 46","Japanese",12.56,3.3,"Sat",1,37,"Lower East Side","South Manhattan",42,"Mid","cluster_2"
"Chipotle Mexican Grill","Mexican",16.1,3.1,"Sun",1,23,"East Harlem","Upper Manhattan",48,"Mid","cluster_2"
"Parm","Italian",21.93,3.6,"Sun",1,68,"Harlem","Upper Manhattan",47,"High","cluster_3"
"Sushi of Gari 46","Japanese",5.77,3.5,"Tue",2,37,"Chelsea","West Side",56,"Mid","cluster_1"
"Nobu Next Door","Japanese",6.02,3.3,"Sun",1,42,"Gramercy","East Side",57,"Mid","cluster_1"
"Aurora","Italian",6.74,3.1,"Fri",2,2,"Upper West Side","West Side",56,"Low","cluster_1"
"Blue Ribbon Sushi","Japanese",11.59,3.2,"Sat",1,119,"West Village","South Manhattan",40,"High","cluster_2"
"Dickson's Farmstand Meats","American",33.03,4.1,"Sat",1,3,"Upper West Side","West Side",55,"Low","cluster_3"
"RedFarm Hudson","Chinese",33.03,4,"Sun",2,55,"Hell's Kitchen","West Side",51,"Mid","cluster_3"
"Shake Shack","American",5.72,3,"Sat",2,219,"Hell's Kitchen","West Side",43,"Very High","cluster_2"
"Blue Ribbon Sushi","Japanese",29.15,4.5,"Wed",2,119,"Gramercy","East Side",50,"High","cluster_3"
"indikitch","Indian",14.07,3.7,"Sat",2,4,"Chelsea","West Side",50,"Low","cluster_2"
"Donburi-ya","Japanese",6.64,2.4,"Mon",13,7,"Lower East Side","South Manhattan",50,"Low","cluster_0"
"Melt Shop","American",9.6,3.2,"Sun",5,11,"Stuyvesant Town","East Side",46,"Low","cluster_2"
"Blue Ribbon Sushi","Japanese",9.32,2.9,"Sun",2,119,"Midtown","Midtown",50,"High","cluster_2"
"ilili Restaurant","Middle Eastern",25.22,4.8,"Wed",2,18,"Kips Bay","East Side",58,"Low","cluster_3"
"Shake Shack","American",16.93,3.7,"Sat",2,219,"Kips Bay","East Side",51,"Very High","cluster_1"
"Blue Ribbon Fried Chicken","American",16.44,3.1,"Sun",5,96,"Upper West Side","West Side",40,"High","cluster_2"
"Blue Ribbon Sushi Izakaya","Japanese",14.41,3.1,"Sat",5,29,"Inwood","Upper Manhattan",42,"Mid","cluster_2"
"Pepe Rosso To Go","Italian",12.13,3.5,"Sun",1,7,"Upper East Side","East Side",43,"Low","cluster_2"
"Tamarind TriBeCa","Indian",22.26,4.1,"Sat",2,27,"Upper East Side","East Side",49,"Mid","cluster_3"
"Shake Shack","American",24.3,4.3,"Tue",1,219,"Chelsea","West Side",64,"Very High","cluster_3"
"The Smile","American",12.27,2.8,"Mon",3,18,"Midtown","Midtown",56,"Low","cluster_1"
"Blue Ribbon Sushi Izakaya","Japanese",12.23,3.2,"Sat",4,29,"Harlem","Upper Manhattan",56,"Mid","cluster_1"
"Waverly Diner","American",14.6,4,"Wed",4,7,"East Village","South Manhattan",52,"Low","cluster_1"
"Moonstruck on Second","American",14.94,3.4,"Sat",1,1,"Chelsea","West Side",47,"Low","cluster_2"
"Blue Ribbon Sushi Bar & Grill","Japanese",16.54,3.5,"Sat",1,44,"West Village","South Manhattan",44,"Mid","cluster_2"
"RedFarm Hudson","Chinese",11.64,3.5,"Sat",3,55,"Upper West Side","West Side",52,"Mid","cluster_1"
"Melt Shop","American",11.69,3,"Fri",1,11,"Hell's Kitchen","West Side",48,"Low","cluster_2"
"RedFarm Broadway","Chinese",6.74,3.3,"Sun",2,59,"Upper West Side","West Side",58,"Mid","cluster_1"
"Cafe Mogador","Middle Eastern",9.22,3.1,"Sun",2,18,"Harlem","Upper Manhattan",38,"Low","cluster_2"
"The Meatball Shop","American",5.77,3.3,"Sun",1,132,"Nolita","South Manhattan",60,"Very High","cluster_1"
"Shake Shack","American",9.02,3.5,"Tue",9,219,"East Village","South Manhattan",50,"Very High","cluster_0"
"Serafina Fabulous Pizza","Italian",22.8,3.7,"Fri",1,5,"Upper West Side","West Side",59,"Low","cluster_3"
"Rubirosa","Italian",12.51,3.5,"Sat",2,37,"Upper East Side","East Side",36,"Mid","cluster_2"
"Ravagh Persian Grill","Middle Eastern",14.07,4.1,"Tue",3,3,"Harlem","Upper Manhattan",67,"Low","cluster_1"
"The Kati Roll Company","Indian",5.34,3.5,"Sat",1,16,"Lower East Side","South Manhattan",45,"Low","cluster_2"
"Westville Hudson","American",29.1,3.7,"Sun",2,15,"Chelsea","West Side",44,"Low","cluster_3"
"Five Guys Burgers and Fries","American",6.4,2.8,"Mon",2,29,"Chelsea","West Side",55,"Mid","cluster_1"
"Cafe Mogador","Middle Eastern",14.12,3.6,"Sat",1,18,"Chelsea","West Side",48,"Low","cluster_2"
"TAO","Japanese",12.18,3.2,"Sat",1,49,"Harlem","Upper Manhattan",47,"Mid","cluster_2"
"Osteria Morini","Italian",19.45,3.9,"Sat",3,14,"Greenwich Village","South Manhattan",55,"Low","cluster_3"
"Momoya","Japanese",11.59,3,"Sat",1,30,"Midtown","Midtown",41,"Mid","cluster_2"
"Nobu Next Door","Japanese",9.22,2.9,"Sun",2,42,"Midtown","Midtown",52,"Mid","cluster_2"
"Empanada Mama","Mexican",12.13,3.1,"Sat",2,13,"Chelsea","West Side",43,"Low","cluster_2"
"Shake Shack","American",15.76,3.8,"Sat",1,219,"East Village","South Manhattan",61,"Very High","cluster_1"
"Junoon","Indian",29.49,3.8,"Sat",13,5,"Lower East Side","South Manhattan",40,"Low","cluster_0"
"Nobu Next Door","Japanese",19.35,3.6,"Sat",3,42,"Hell's Kitchen","West Side",58,"Mid","cluster_1"
"Shake Shack","American",31.43,4,"Sat",5,219,"NoHo","South Manhattan",49,"Very High","cluster_3"
"Blue Ribbon Sushi","Japanese",19.4,3.6,"Sat",2,119,"Chinatown","South Manhattan",49,"High","cluster_3"
"Blue Ribbon Sushi","Japanese",11.69,3.1,"Sat",5,119,"Midtown","Midtown",57,"High","cluster_0"
"Han Dynasty","Chinese",19.3,3.6,"Sat",13,46,"East Village","South Manhattan",55,"Mid","cluster_0"
"The Meatball Shop","Italian",7.61,3,"Sun",1,132,"Midtown","Midtown",46,"Very High","cluster_2"
"The Meatball Shop","Italian",8.3,4.2,"Wed",1,132,"Gramercy","East Side",61,"Very High","cluster_1"
"RedFarm Hudson","Chinese",25.17,3.8,"Sat",1,55,"West Village","South Manhattan",38,"Mid","cluster_3"
"TAO","Japanese",12.08,2.8,"Mon",4,49,"Upper West Side","West Side",50,"Mid","cluster_2"
"The Meatball Shop","Italian",12.71,3.3,"Fri",5,132,"Hell's Kitchen","West Side",62,"Very High","cluster_1"
"The Meatball Shop","Italian",12.18,3.4,"Sat",2,132,"Lower East Side","South Manhattan",36,"Very High","cluster_2"
"Parm","Italian",29.35,3.9,"Sun",3,68,"East Village","South Manhattan",46,"High","cluster_3"
"Five Guys Burgers and Fries","American",25.27,3.6,"Sun",1,29,"Midtown","Midtown",56,"Mid","cluster_3"
"Xi'an Famous Foods","Chinese",8.54,3.6,"Sat",2,9,"West Village","South Manhattan",59,"Low","cluster_1"
"Han Dynasty","Chinese",29.15,3.8,"Sun",1,46,"Chelsea","West Side",42,"Mid","cluster_3"
"Blue Ribbon Sushi","Japanese",17.85,3.5,"Sat",4,119,"Upper East Side","East Side",46,"High","cluster_2"
"Blue Ribbon Sushi Izakaya","Japanese",16.1,3.5,"Sat",1,29,"Greenwich Village","South Manhattan",48,"Mid","cluster_2"
"The Kati Roll Company","Indian",14.07,3.4,"Sun",1,16,"Harlem","Upper Manhattan",43,"Low","cluster_2"
"Shake Shack","American",15.57,3.9,"Tue",3,219,"Chelsea","West Side",59,"Very High","cluster_1"
"Parm","Italian",16.44,3.2,"Sun",7,68,"Harlem","Upper Manhattan",45,"High","cluster_0"
"Cafe de La Esquina","Mexican",16.06,3.5,"Sat",1,1,"East Village","South Manhattan",48,"Low","cluster_2"
"Olive Garden","Italian",6.74,2.9,"Sun",2,2,"Midtown","Midtown",42,"Low","cluster_2"
"Blue Ribbon Fried Chicken","American",14.07,3.9,"Wed",1,96,"Hell's Kitchen","West Side",51,"High","cluster_1"
"Cho Dang Gol","Korean",12.13,3.2,"Sat",2,6,"Murray Hill","East Side",45,"Low","cluster_2"
"The Meatball Shop","Italian",8.54,3.2,"Sun",1,132,"Hell's Kitchen","West Side",46,"Very High","cluster_2"
"Cafeteria","American",11.59,3.2,"Sun",1,9,"Lower East Side","South Manhattan",43,"Low","cluster_2"
"Jack's Wife Freda","Mediterranean",31.43,4.2,"Sun",1,25,"Harlem","Upper Manhattan",54,"Mid","cluster_3"
"Benihana","Japanese",16.11,3.2,"Sun",1,5,"Midtown","Midtown",54,"Low","cluster_1"
"Blue Ribbon Sushi","Japanese",9.41,3.1,"Sat",1,119,"Hell's Kitchen","West Side",42,"High","cluster_2"
"67 Burger","American",29.05,4.2,"Tue",1,1,"Chelsea","West Side",48,"Low","cluster_3"
"RedFarm Broadway","Chinese",5.87,3.1,"Sun",2,59,"Chelsea","West Side",49,"Mid","cluster_2"
"Blue Ribbon Sushi Bar & Grill","Japanese",12.18,3.1,"Sat",1,44,"Harlem","Upper Manhattan",39,"Mid","cluster_2"
"Boqueria","Spanish",12.13,3,"Fri",2,9,"Greenwich Village","South Manhattan",61,"Low","cluster_1"
"Rubirosa","Italian",16.2,3.5,"Sat",1,37,"Midtown","Midtown",48,"Mid","cluster_2"
"Blue Ribbon Sushi","Japanese",5.97,3.2,"Sun",2,119,"East Village","South Manhattan",61,"High","cluster_1"
"Shake Shack","American",12.23,3.9,"Tue",1,219,"Chelsea","West Side",60,"Very High","cluster_1"
"Blue Ribbon Sushi","Japanese",14.12,3.2,"Fri",1,119,"Midtown","Midtown",68,"High","cluster_1"
"Parm","Italian",6.74,3.7,"Thu",1,68,"Lower East Side","South Manhattan",55,"High","cluster_1"
"RedFarm Broadway","Chinese",19.4,3.6,"Sun",2,59,"Tribeca","South Manhattan",49,"Mid","cluster_3"
"Blue Ribbon Fried Chicken","American",12.13,3.5,"Sun",4,96,"Upper East Side","East Side",64,"High","cluster_1"
"Burger Joint","American",14.16,3.4,"Sat",1,12,"Midtown","Midtown",56,"Low","cluster_1"
"Yama Japanese Restaurant","Japanese",12.13,3.4,"Sat",1,18,"East Village","South Manhattan",52,"Low","cluster_1"
"Jack's Wife Freda","Mediterranean",31.38,4.3,"Sat",3,25,"East Village","South Manhattan",46,"Mid","cluster_3"
"Sushi Samba","Japanese",22.85,4.2,"Wed",1,11,"Hell's Kitchen","West Side",53,"Low","cluster_3"
"Westville Hudson","American",32.93,3.9,"Sat",1,15,"Midtown","Midtown",50,"Low","cluster_3"
"The Meatball Shop","Italian",19.4,3.5,"Sun",1,132,"West Village","South Manhattan",36,"Very High","cluster_2"
"Shake Shack","American",8.1,3.2,"Sat",1,219,"Upper West Side","West Side",49,"Very High","cluster_2"
"Melt Shop","American",9.02,2.7,"Mon",1,11,"Midtown","Midtown",53,"Low","cluster_2"
"Shake Shack","American",9.12,2.9,"Sun",2,219,"Midtown","Midtown",50,"Very High","cluster_2"
"TAO","Japanese",6.69,3.7,"Tue",1,49,"Gramercy","East Side",51,"Mid","cluster_1"
"Serafina Fabulous Pizza","Italian",16.88,3.8,"Sat",1,5,"Inwood","Upper Manhattan",60,"Low","cluster_1"
"Waverly Diner","American",16.3,3.3,"Fri",4,7,"Greenwich Village","South Manhattan",53,"Low","cluster_1"
"Five Guys Burgers and Fries","American",9.27,3.4,"Sat",1,29,"Upper East Side","East Side",48,"Mid","cluster_2"
"TAO","Japanese",15.86,3.4,"Sat",1,49,"East Village","South Manhattan",39,"Mid","cluster_2"
"Balthazar Boulangerie","French",12.13,3.1,"Sat",3,10,"Chelsea","West Side",49,"Low","cluster_2"
"Bareburger","American",17.03,3.4,"Sun",1,27,"Morningside Heights","Upper Manhattan",56,"Mid","cluster_1"
"Bareburger","American",13.77,3.6,"Sat",1,27,"Hell's Kitchen","West Side",62,"Mid","cluster_1"
"V-Nam Cafe","Vietnamese",6.01,3.6,"Wed",2,4,"Harlem","Upper Manhattan",51,"Low","cluster_1"
"Blue Ribbon Sushi Bar & Grill","Japanese",29.25,4.2,"Wed",2,44,"Midtown","Midtown",54,"Mid","cluster_3"
"Blue Ribbon Sushi","Japanese",16.1,3.1,"Sun",3,119,"Hell's Kitchen","West Side",43,"High","cluster_2"
"RedFarm Hudson","Chinese",5.73,2.8,"Mon",3,55,"Hell's Kitchen","West Side",50,"Mid","cluster_2"
"Shake Shack","American",6.07,3.3,"Sat",2,219,"Kips Bay","East Side",47,"Very High","cluster_2"
"RedFarm Hudson","Chinese",15.23,3.6,"Sat",1,55,"Chelsea","West Side",47,"Mid","cluster_2"
"Parm","Italian",9.17,3.3,"Sun",1,68,"Lower East Side","South Manhattan",42,"High","cluster_2"
"Tamarind TriBeCa","Indian",29.15,4.2,"Sat",2,27,"Harlem","Upper Manhattan",57,"Mid","cluster_3"
"Shake Shack","American",29.05,3.9,"Sun",1,219,"Kips Bay","East Side",49,"Very High","cluster_3"
"Han Dynasty","Chinese",33.03,4.3,"Fri",2,46,"Upper East Side","East Side",67,"Mid","cluster_3"
"Blue Ribbon Sushi Izakaya","Japanese",8.83,3.6,"Wed",7,29,"East Harlem","Upper Manhattan",61,"Mid","cluster_0"
"Bareburger","American",6.74,3.3,"Sun",2,27,"Upper East Side","East Side",55,"Mid","cluster_1"
"Sushi of Gari Tribeca","Japanese",17.03,3.3,"Sun",1,24,"Chinatown","South Manhattan",45,"Mid","cluster_2"
"Benihana","Japanese",25.22,4.1,"Wed",6,5,"Hell's Kitchen","West Side",54,"Low","cluster_3"
"Tres Carnes","Mexican",9.17,2.9,"Sun",3,3,"Midtown","Midtown",55,"Low","cluster_1"
"Schnipper's Quality Kitchen","American",12.18,3.6,"Sat",1,3,"Upper East Side","East Side",53,"Low","cluster_1"
"Parm","Italian",12.18,3.4,"Sun",1,68,"West Village","South Manhattan",45,"High","cluster_2"
"Shake Shack","American",15.57,3.5,"Sat",2,219,"Upper West Side","West Side",49,"Very High","cluster_2"
"Lucky's Famous Burgers","American",12.13,4,"Wed",2,6,"Upper East Side","East Side",51,"Low","cluster_1"
"Blue Ribbon Fried Chicken","American",14.6,3.5,"Sun",1,96,"Lower East Side","South Manhattan",54,"High","cluster_1"
"Sushi of Gari 46","Japanese",11.84,3.1,"Sat",2,37,"Midtown","Midtown",51,"Mid","cluster_2"
